"","Gene.symbol","logFC"
"3812","",1.22512582
"3814","SOGA1",-1.37820885
"3816","MEDAG",-2.24606039
"3817","CDH11",-2.3200086
"3818","TBL1X",-1.13563794
"3820","",1.2107271
"3825","SLC44A1",1.32983909
"3827","",-1.25171629
"3829","MRAS",-1.42880745
"3831","CALU",-1.28591951
"3834","SPIRE2",1.49003426
"3835","MAP1LC3A",-1.11964148
"3836","GNG12",1.33983558
"3839","COL3A1",-1.41186184
"3840","LPIN2",1.35380586
"3849","CCDC8",-1.01592302
"3851","LOC101927934",1.04367227
"3854","BLVRA",-1.21974109
"3860","SESTD1",-1.14856468
"3863","RAP2B",1.01604615
"3865","RNF213",-1.6761284
"3868","LGALS8",1.08684355
"3870","EXOC3",1.03465025
"3871","MIB1",1.04090076
"3875","ETV7",1.25422539
"3879","FZD5",1.78908426
"3884","GALNT6",2.72599092
"3888","RAB11FIP4",1.41401894
"3890","RAB27A",1.95275409
"3892","",-1.95168545
"3895","ELN",-2.30975691
"3896","CRB3",1.06069675
"3897","DDX3X",-1.14426527
"3898","",-1.01025494
"3899","SELO",1.19883602
"3901","CENPV",2.07243355
"3902","SMIM2-AS1",1.16860396
"3904","FAM46C",2.18745128
"3905","FERMT2",-2.50469198
"3908","ZNF580",-1.23266581
"3915","PGGT1B",-1.39091749
"3916","DCUN1D1",-1.1446083
"3919","ZSCAN16",1.1172084
"3921","RMDN1",1.78603013
"3924","B4GALT1",1.42868133
"3925","TYROBP",-1.52104607
"3926","TST",2.04237869
"3928","ACVR1C",1.86546013
"3930","USP53",1.28634652
"3932","KRAS",-1.4674911
"3933","LOC101060521///POLR3E",-1.02448486
"3935","SSFA2",1.03454152
"3940","BLZF1",1.03325822
"3945","DHRS4-AS1",1.11209513
"3947","MEF2C",-1.41459053
"3948","TRIM52",1.02810561
"3949","SLC1A3",-1.75636104
"3952","TGFBI",-1.59145496
"3953","GMDS",1.58921817
"3956","",-1.01544698
"3957","DDTL///DDT",1.10110355
"3959","GLIPR1",-1.74831435
"3960","RAB11B-AS1",1.03603178
"3961","",1.0843508
"3962","EDN3",2.98374298
"3967","RAB3D",1.26635146
"3969","DENND1B",1.08144765
"3975","CAMSAP3",1.227095
"3976","TLE4",1.3922816
"3979","ACYP1",1.0570152
"3980","PRSS12",2.33518015
"3982","ENTPD3",2.1880877
"3984","UBN2",-1.04285278
"3987","DNAJC22",1.68197757
"3988","GATA5",1.21439929
"3989","WWC2///CLDN22",1.05724579
"3990","TNS1",-2.96698843
"3992","RBM47",2.1898864
"3993","KIAA0513",1.14478134
"3997","ARHGAP12",1.27246222
"3999","",1.20759958
"4001","C1S",-1.91123891
"4002","ZDHHC20",1.2114404
"4003","DDX3X",-1.27571061
"4004","",-1.5599208
"4007","LOC101060747///PDPK1",1.16475779
"4011","STAT1",-2.05447582
"4012","ARHGAP26",1.3487639
"4013","CD2AP",1.75650137
"4014","GGT6",2.27141425
"4015","MGP",-3.68352834
"4016","SRGN",-1.24054502
"4018","FA2H",3.06736668
"4020","KIZ",1.29135569
"4022","GNAS",-1.16250461
"4024","TFDP2",-1.38976824
"4025","SVIP",1.74693794
"4026","",1.06956368
"4027","SLC39A14",1.37928777
"4028","DEFB1",2.94422095
"4030","MAP1LC3A",-1.05544856
"4033","MRPL4",-1.14222593
"4038","NR2F6",1.27739624
"4039","STC1",-1.99818432
"4040","PTMS",-1.42877355
"4043","UFL1",1.04914482
"4044","HOTS",-1.85883104
"4046","EGLN3",1.44954278
"4047","NAA50",1.0754415
"4049","AKR1C1",2.291319
"4052","PCDH7",-1.73635048
"4053","HPGD",3.52868255
"4055","SHANK3",-2.0662598
"4056","SEC11C",1.26672751
"4058","CAMK1",-1.17519391
"4063","SH3RF1",1.62679548
"4065","APOE",-2.21050016
"4067","FYB",-1.48728152
"4068","EIF3F",1.52796137
"4069","LGR4",1.86146676
"4071","OASL",2.30791717
"4072","PLGRKT",1.34030426
"4073","TMEM41B",1.03661138
"4074","ZNF518A",1.38237343
"4075","ARX",2.48511995
"4076","NADK",1.11719518
"4077","SLC35A3",1.73608725
"4078","ACTR2",-1.16801853
"4079","PRR16",-1.02607255
"4080","SLC7A6",-1.0471754
"4082","LOC101060275///NPIPA5///NPIPB5///NPIPB11///LOC613037///NPIPB4///NPIPB3",1.40257836
"4088","MYO10",1.00609712
"4089","CTSB",-1.08185035
"4090","GPR78///CPZ",-1.44968198
"4092","BEND7",1.47468785
"4094","MGAT4B",1.23680518
"4096","CHDH",1.06236772
"4097","SPAG16",2.03481809
"4098","SOCS3",-1.22206494
"4101","GNG12",1.48491893
"4103","",1.05971333
"4107","PALM2-AKAP2///AKAP2",-1.72505835
"4109","",1.17898782
"4110","LOC100129518///SOD2",-1.48704531
"4112","DUSP10",-1.10980364
"4114","PBLD",2.95078378
"4115","",1.68971524
"4117","FLVCR1",1.74358949
"4119","",1.69961856
"4121","CHI3L1",-4.41298569
"4123","CCDC58",1.61072207
"4125","LNX2",1.11097408
"4128","",-1.09196984
"4130","KCNJ8",-2.02549825
"4131","",-1.10647093
"4136","FLJ10038",1.1703003
"4138","SLC16A5",1.3414309
"4139","ZNF700",1.09589874
"4145","RAMP2",-1.56327704
"4147","TWIST1",-2.25327004
"4148","MDM2",-1.37049189
"4150","CDK16",-1.14893191
"4152","C3orf52",2.01946554
"4154","OARD1",1.10518618
"4155","PILRA",-1.31734861
"4161","ABAT",2.09398836
"4167","GSTP1",1.13465995
"4168","",1.60234341
"4169","ITGBL1",-3.26246567
"4170","FXYD5",-1.3067708
"4173","PLAGL1",-1.92899719
"4174","",1.65672303
"4175","SLITRK6",1.52899206
"4178","PTP4A3",-1.89535213
"4179","JAG2",-1.03561971
"4182","SH3RF2",2.67496279
"4183","FGR",-1.28361432
"4184","FLJ45482",1.30457366
"4185","LOC100507353///CACNA1A",1.354337
"4187","TAPT1-AS1",1.26358069
"4188","RHOQ",-1.2043472
"4189","BNC2",-1.95529463
"4190","SOX2",2.67033214
"4191","PIR",1.58464202
"4192","ZNF271P",1.11376162
"4194","NFYA",1.04684171
"4195","TBC1D32",1.38479818
"4196","ZNF793-AS1",1.09169618
"4197","MPZL3",1.39622977
"4198","",1.92366382
"4200","TRPS1",-1.9512008
"4201","",-1.15939579
"4204","LOC101930361///LOC101929970///CHRFAM7A///CHRNA7",2.0161215
"4205","",1.34599086
"4209","ADAMTS12",-2.18807456
"4210","XK",2.53828354
"4216","EXPH5",2.05687419
"4217","SLC28A2",4.55188841
"4219","SLMAP",-2.36966003
"4222","",1.01147591
"4223","LOC101930400///AKR1C2",2.51685757
"4228","LRRC32",-1.55463726
"4230","MAP3K12",-1.1423818
"4231","VSIG10",1.34438307
"4233","SPATA13",1.06737304
"4236","SULT1A1",1.53385391
"4238","KLF12",-1.0345022
"4241","NME7",-2.1960963
"4243","CHI3L1",-3.92750047
"4244","CYP2C9",2.80716152
"4245","IFITM1",-1.52366261
"4246","SUGCT",-1.1714415
"4248","FRYL",1.07063117
"4249","LPCAT4",1.55134082
"4250","",-1.12970848
"4251","NUDT12",1.80752108
"4253","RAB27B",2.18979962
"4254","HCK",-1.67832573
"4257","PCOLCE",-2.02481064
"4258","TNFAIP6",-2.41418343
"4259","RAB6B",1.16204691
"4263","",-1.20048185
"4266","HPGD",3.63644324
"4272","FSTL3",-1.3757527
"4273","LOXL1",-1.74779331
"4276","SUCLG2",1.22252703
"4278","CYP2C18",3.85117195
"4284","CXorf36",-1.37066187
"4287","KLF3",1.29935282
"4290","FGD5",-1.05592695
"4291","CYP2R1",1.14704975
"4292","HADH",1.16230724
"4293","",-1.32611977
"4295","FAM20A",1.9417995
"4297","CHPT1",1.82854393
"4302","ZNF654",1.18959533
"4310","TNRC6B",1.34881647
"4311","SOX2",1.22878169
"4312","LNX1",1.93694932
"4320","LRRC4C",-1.13435416
"4323","",-1.07790883
"4324","RBM26",1.16367959
"4325","ITPKB",-2.23721228
"4330","C1orf174",1.39800867
"4331","",-1.00674751
"4332","METTL4",1.02622346
"4338","",1.07902828
"4339","PPIL4",1.03085206
"4340","SEC24A",1.0272684
"4341","GOLGA4",1.06701964
"4343","GUF1",1.11996656
"4345","MTERF2",1.11010304
"4346","RASAL1",1.35174697
"4348","SLC43A3",-1.1790093
"4350","COL3A1",-1.63840658
"4352","TMEM171",1.25580979
"4354","ZNF204P",1.50966019
"4355","",-1.90370519
"4356","CREM",-1.28419912
"4357","SLC16A5",1.5457309
"4358","SEMA6A",-1.17981906
"4360","IRX3",1.80476314
"4361","",-1.49669417
"4363","PTPRS",-2.16154529
"4365","TMEM246",1.81319785
"4366","",-1.05384739
"4367","PRELP",-2.66189819
"4369","UAP1",1.11969731
"4370","NR4A2",-2.24436623
"4373","PLPP3",-1.53328226
"4374","ELF4",1.00702888
"4376","C2",-1.56938107
"4377","EBLN3P",1.06376352
"4378","RHOBTB1",1.61102778
"4379","CABLES1",1.23718904
"4381","SLC25A43",1.2398742
"4382","",-2.29297432
"4384","IFITM2///IFITM1",-1.48271846
"4387","",-1.0603031
"4388","PYROXD1",1.32601342
"4389","CDC42BPA",1.83145366
"4390","CRIP2",-1.51800076
"4393","GLIDR",1.10087779
"4394","GPATCH2",1.03265123
"4399","HPGD",3.62004187
"4400","GTF2IRD2",1.00791236
"4401","GALNT10",1.11130915
"4402","DR1",1.07541833
"4403","SPIN3",1.6169667
"4406","",-1.16036725
"4407","ACTN1",-1.53639115
"4415","SCARF2",-1.54646326
"4416","PDE3A",-2.58731079
"4417","TM9SF3",-1.13280988
"4418","PKIB",3.24094675
"4420","FAM118B",1.06427104
"4421","TNS1",-1.83663409
"4422","SPOCK1",-3.10941208
"4425","LGALS1",-1.54937709
"4427","GSTZ1",1.13336866
"4430","CDC42EP1",-1.37005758
"4433","",1.77880391
"4435","P2RY13",-1.58685558
"4437","SLAIN1",1.8619575
"4445","PLCE1",1.38043243
"4446","MANSC1",1.49879865
"4448","ZNF706",1.03523174
"4449","HES4",-1.41199051
"4450","ERVK13-1",1.05341504
"4451","GTF2H2B",1.31035453
"4456","",-2.02526622
"4457","ACOT11",1.27210093
"4458","CD59",1.18259962
"4459","ARMT1",1.17097608
"4462","ACTR2",-1.04420677
"4464","SUCLG2",1.19609874
"4468","LIMA1",2.06087664
"4469","PTK6",1.1807819
"4471","",-1.1530127
"4474","P4HA2",1.01087228
"4475","SMG1P5",-1.12617445
"4476","",-1.00570814
"4478","CDC42-IT1",-1.04296817
"4481","CCDC80",-3.32147543
"4482","TMEM133",1.39532952
"4484","",1.63780973
"4486","SLC45A4",1.37807363
"4487","ACTA2",-2.12147163
"4489","TRIM74///TRIM73",2.15815864
"4490","ADAMTS15",1.92579492
"4491","SLC44A1",1.17764931
"4493","TNFSF10",1.56727394
"4494","PROM2",2.94679644
"4495","",-1.05752345
"4496","LRBA",1.06300762
"4497","ARHGEF28",1.64932401
"4498","ME1",1.88406149
"4499","ICAM1",-1.46779082
"4500","PLXDC2",-1.60863213
"4502","PIGL",1.12703077
"4503","TMCO3",1.26610756
"4505","ZAK",-2.42839112
"4506","ARNTL2",1.39229867
"4507","SLC15A3",-1.113577
"4510","ACTR2",-1.25970536
"4512","SYNDIG1",-1.27944936
"4513","SPHAR///RAB4A",1.08256708
"4517","GFPT2",-2.03134071
"4518","NDUFC2-KCTD14///KCTD14",1.83101611
"4520","CYB561",1.18265753
"4525","ABCG1",1.28079968
"4526","DBN1",-1.16540072
"4527","LAMP1",-1.0127854
"4528","UGT2B15",3.52148934
"4534","CASP2",1.56843991
"4537","",1.53194971
"4539","DDR2",-2.4267142
"4541","PPARA",1.00392155
"4543","CRISPLD1",-3.26715567
"4545","",-1.66896187
"4546","SF1",-1.55990349
"4547","",1.21463375
"4548","PRKCQ-AS1",1.15666902
"4551","CYP2C9",2.64520884
"4556","MGAM",2.58014715
"4557","FMO1",-2.49277661
"4558","GUCY1A3",-2.69749437
"4559","SAMHD1",-1.09628565
"4560","THBS1",-2.00396908
"4561","ANAPC16",1.06137773
"4562","BCL2L15",2.46630185
"4565","DNAJC22",1.94316344
"4566","SEPT11",-1.85251808
"4567","PLEKHA4",-1.21764669
"4568","LST1",-1.11596407
"4569","DHTKD1",1.04477153
"4571","FKBP5",-1.68091935
"4575","RFX6",3.14684712
"4580","INSR",1.06501801
"4582","CST3",-1.03818064
"4583","SOSTDC1",4.30898382
"4585","",1.42931561
"4586","CYP4F12",1.3818098
"4587","SHTN1",1.36961657
"4589","DDX50",1.3072912
"4593","VPS4B",1.05523521
"4598","SMIM14",1.50085934
"4599","RAB23",-2.23803637
"4601","GATA6",2.37846556
"4602","BAG1",2.06369032
"4604","CIRBP",1.21777075
"4605","SMTN",-2.74211317
"4607","PLXDC2",-2.14781683
"4610","CASP3",1.31865081
"4611","MPZL2",1.54786451
"4613","CDC42SE1",1.00957277
"4617","TGM2",-1.45979651
"4620","PEX7",1.34287688
"4622","NRP2",-1.47950119
"4625","SH3BGRL2",1.92078556
"4626","HMGN5",1.60270591
"4627","CCDC88A",-1.10939785
"4629","EFNB2",1.30996462
"4630","SLC25A37",1.32040586
"4632","TAF1A-AS1",1.03688965
"4634","TRIM7",1.01680528
"4638","FAM46A",1.47934657
"4641","MARVELD2",2.01066227
"4642","LOC730101",1.26152549
"4644","GDPD5",-1.08345176
"4649","MIR4680///PDCD4",1.38554039
"4651","",-2.51574587
"4653","DMPK",-2.27411888
"4654","PAFAH2",1.01322575
"4658","STRN",1.05419535
"4659","LYRM2",1.00719738
"4664","CPD",1.47850505
"4670","HTATIP2",1.57756433
"4671","ING5",1.01583474
"4672","ARHGAP5",1.11747925
"4677","P4HA3",-1.21082446
"4680","HEYL",-2.11479626
"4682","THSD7A",-1.8977022
"4683","STIP1",-1.05587084
"4684","UBL3",1.30564916
"4688","RASSF6",3.26083767
"4689","FNBP4",-1.25320823
"4690","CH25H",-1.9006769
"4693","RUFY2",1.01261226
"4694","FCGR1CP///FCGR1B///FCGR1A",-2.10858854
"4695","ATP5S",1.11314663
"4698","MXD1",1.59224972
"4705","SLC16A5",1.82965125
"4709","GABPB2",1.0989692
"4712","MSANTD4",-1.04906782
"4718","GUCY1A3",-2.22533754
"4720","N4BP2L2",1.44053167
"4722","SLC44A1",1.19274007
"4724","TGM2",-1.91330875
"4725","",1.26771471
"4729","ERBIN",1.21162408
"4732","PLCL2",1.66704347
"4733","PIK3AP1",-1.50303045
"4736","SLC25A37",1.0476685
"4737","SORBS3",-1.11507098
"4739","FAM174B",1.3643987
"4740","PTK6",2.29377101
"4742","VASH1",-1.44123888
"4745","HAPLN4",1.14466353
"4746","CD86",-1.54875993
"4747","KIAA0895",1.58807942
"4749","",1.09202011
"4753","CIDEC",1.8637175
"4755","HNRNPA1",1.03521124
"4759","CD163",-1.71944537
"4761","",-1.07513953
"4762","MSR1",-1.58019538
"4764","STC1",-1.3233198
"4765","",-1.55831857
"4769","ACVR1B",1.1632007
"4771","PLA2G2A",-4.07908169
"4775","SRGAP2",-1.19273971
"4776","",1.39666235
"4777","CYP2C9",2.94657293
"4779","IGFBP7",-1.63137567
"4781","NID2",-1.85254663
"4786","MICALL1",1.28815534
"4787","PHACTR2",1.99456119
"4788","ARHGEF28",1.58715124
"4789","FADS3",-1.11842681
"4790","ABCA1",-1.37241083
"4795","MKNK1",1.03864448
"4798","PANX1",-1.02518951
"4799","SOCS1",-1.49866918
"4801","MIR22///MIR22HG",1.27088494
"4806","CLDN23",2.69546556
"4807","",-1.35822066
"4808","MYO1F",-1.07110981
"4809","MYC",-1.20491425
"4810","SULT1A2",1.36942928
"4811","SERTAD2",1.00379295
"4813","RHOJ",-1.55032842
"4815","GXYLT2",-1.88055514
"4818","FOSB",-2.74862946
"4820","NPIPB15",1.21005683
"4825","ADAM19",-1.28863741
"4826","CASP6",1.34261348
"4828","LARP1B",1.29962186
"4830","CANT1",-1.28849419
"4832","",-1.5136432
"4836","CAMTA1",1.49381006
"4839","MTSS1L",-1.55064108
"4840","FCGR2C",-1.25437926
"4842","ADAMTS5",-1.48000992
"4843","PLPP3",-1.35995438
"4845","NQO1",2.33717656
"4848","TPSAB1",-2.05746386
"4850","ZNF655",1.2687406
"4853","ARSD",1.37778856
"4855","",-1.49719623
"4856","NOL4L",1.04235935
"4857","MNDA",-1.99855388
"4859","FCGR2C",-1.38773763
"4860","PLD1",1.37188141
"4861","",-1.11087692
"4863","CYP2C9",3.14165211
"4866","SULF2",-1.51279725
"4870","",2.47613874
"4874","STXBP2",-1.14705043
"4876","OTUD7B",1.29683813
"4880","TRPM4",1.29503405
"4883","ARMC9",-1.37650501
"4887","",-1.01893634
"4889","CD44",-1.24991792
"4893","COL1A1",-1.29727183
"4896","ATRX",1.14387584
"4897","LOC101930322///ABCC6",1.61876207
"4899","PLPP5",1.24524774
"4900","SOCS6",1.39306375
"4901","APOE",-2.16774822
"4903","PIWIL4",1.16433075
"4905","XYLT1",1.25492568
"4906","ABHD17B",-1.05611895
"4908","SERPING1",-2.00237745
"4911","PDIA4",1.24765338
"4912","GNAL",-1.72145016
"4914","PYGL",-1.30945624
"4921","",2.27501037
"4934","ZNF57",1.56272852
"4935","ATF7IP2",1.15748375
"4936","BCL6",-1.6365536
"4940","VSIG2",3.92972925
"4942","CEBPD",-1.50771926
"4943","C3AR1",-1.25348667
"4944","DHFR",1.58397625
"4945","LOC106146153",-2.1048239
"4948","BDKRB1",-1.13866495
"4949","MIER3",1.12851114
"4950","SULT1A2",1.42857083
"4952","NR4A3",-1.66528946
"4953","HOXC6",-3.26757221
"4960","LATS2",-1.16284398
"4962","SBDSP1///SBDS",1.09747833
"4966","SEC63",1.05964071
"4967","CD93",-1.33498133
"4970","UBE4B",-1.02361055
"4971","COL4A2",-1.84984412
"4976","PPP1R36",1.92857899
"4977","SNHG3///SNORA73A",1.07134124
"4979","IFT172",1.0171332
"4980","POLD4",1.00458191
"4985","SMTN",-3.14614137
"4987","IL1R1",-1.27569134
"4990","",1.58212177
"4992","PNISR",1.00502603
"4993","TNFAIP3",-1.43828631
"4994","PCGF5",1.17708827
"4995","PRKCI",1.50112241
"4997","",1.83116736
"5001","HINT3",1.51187401
"5009","LOC101930400///AKR1C2",2.65439006
"5010","SULT1A1",1.477915
"5011","TMEM254",1.08427853
"5017","RNF141",1.12125212
"5021","LOC100506302",1.00762731
"5022","ATM",-1.0215116
"5026","MAP1B",-1.61220392
"5028","GAS7",-1.44409572
"5030","MIR675///H19",-4.19929673
"5031","CYP1B1",-3.14516427
"5032","STEAP3",1.40243869
"5035","TFAM",1.01377617
"5038","CD81",-1.10654164
"5039","HYLS1",1.19790108
"5040","WSB1",-1.3075669
"5042","SYTL2",1.63510146
"5046","C1orf162",-1.4685007
"5048","HIPK2",1.29427295
"5051","NEDD9",-1.005083
"5053","PMEPA1",-1.76877622
"5056","CLTB",1.14009653
"5058","SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3",1.54045842
"5059","CTBS",1.05101832
"5060","ARID5B",-1.22123986
"5061","KLF12",-1.30846936
"5062","LAMC1",-1.195049
"5064","NNMT",-1.10287406
"5067","LINC01105",1.51052554
"5073","PTGDS",-2.60814337
"5074","MXRA8",-1.67269396
"5076","LOC644656",1.02718055
"5079","OFD1",1.29614625
"5080","EMILIN3",-1.03174394
"5084","TM6SF2",1.50647382
"5086","CDHR2",2.2122765
"5088","SNHG4///MATR3",-1.14702735
"5095","LUC7L3",-1.12202599
"5096","DOK4",1.04389813
"5099","SRSF11",-1.34678803
"5101","KRCC1",1.02889671
"5102","RRN3P2",-1.20849092
"5104","GCNT1",2.53814886
"5105","CHD9",1.03090439
"5110","CDH13",-1.07611855
"5112","LAIR1",-1.18601664
"5114","LIPE",-1.02284471
"5116","CRIPT",-1.17203683
"5118","",1.01559088
"5119","ADGRF1",1.30044715
"5120","ID3",1.18759874
"5123","ASXL1",-1.2173596
"5124","",-2.01392852
"5125","",-1.09958858
"5127","YWHAB",1.08151767
"5128","MAP1A",-1.81015158
"5132","GSTM1",-1.18355769
"5134","",1.72479784
"5136","FKBP1B",1.93132967
"5137","TPD52",1.62430983
"5138","DENND2D",1.31575592
"5139","TM6SF1",-1.3745576
"5141","RECQL",-1.12273714
"5142","SLC38A1",-1.48873727
"5145","UHMK1",-1.23636654
"5147","CCDC88A",1.18327191
"5148","TAGLN2",1.02828224
"5154","DPYSL3",-2.59977813
"5155","NECTIN2",-1.45866655
"5156","PLLP",2.58540684
"5161","ZNF605",1.34460921
"5162","TET3",1.10501899
"5163","PGGT1B",1.22173509
"5164","GAREM1",1.5210753
"5167","AIF1",-1.07635497
"5169","EGR3",-2.14375564
"5175","VSIG1",4.23343501
"5178","SDC2",-1.33560839
"5179","LOC100287497",-1.04136701
"5183","",1.25114863
"5185","IQCJ-SCHIP1///SCHIP1",-2.18661304
"5189","RWDD2B",-1.19655479
"5191","CREM",-1.10648096
"5192","ABAT",1.63115795
"5200","RASEF",2.9652517
"5202","FUT8",1.32558637
"5205","KLHDC10",1.01972488
"5209","SPATA18",1.56871912
"5211","CASK",-1.39987843
"5212","TBC1D8B",1.43088188
"5214","CHD9",1.12912947
"5218","LAMA4",-1.3438721
"5222","NRP2",-1.48520604
"5224","ATG5",1.10167329
"5229","GPNMB",-2.02391719
"5230","RASEF",1.40879166
"5231","IL6ST",-1.2506739
"5232","SORBS2",1.3312431
"5233","ITGAM",-1.3757871
"5235","SYCP2",1.52341229
"5243","",-1.18149451
"5244","COL6A1",-1.22620516
"5245","DDR2",-1.78475211
"5248","DYSF",-1.06581071
"5250","ABCC4",-1.04888866
"5252","RAB11FIP4",1.26293903
"5253","",-1.10010837
"5254","IL1R2",3.32833591
"5259","MRPS25",1.11004846
"5260","LOC100506718///FLRT2",-1.6574963
"5261","EHF",1.87063344
"5262","",-1.1147237
"5264","CDS1",1.67110613
"5267","SHROOM3",2.04869691
"5268","CAMK1D",-1.3176281
"5275","ABCG1",1.21633872
"5277","FBXO32",-2.00322755
"5281","RHOF",1.43065049
"5282","BLVRA",-1.1542299
"5283","SST",5.27107518
"5284","HN1",1.32951929
"5286","HCG11",1.18422791
"5287","",1.03293134
"5288","FARSB",-1.01694762
"5290","CAPN8",3.69424534
"5291","USP6NL",1.10676817
"5292","CAMK1D",-1.10473378
"5293","FOXA2",2.22184823
"5296","FRAT2",1.08601505
"5300","YBX2",-1.03075766
"5301","TRIM16",1.57158336
"5304","SLC14A1",1.1524118
"5310","ANXA6",-1.43224994
"5312","RBMS3",-1.17514676
"5315","CRIP1",1.8277874
"5320","ZNF292",-1.12432294
"5324","G6PD",-1.01912509
"5327","FAM49A",-1.26624127
"5328","LRP4",1.76006958
"5334","SMC3",1.40529196
"5335","SPP1",-4.05506124
"5336","SH3PXD2B",-1.33785899
"5337","SORT1",-1.05220867
"5342","MYO5B",2.37545119
"5346","HSD11B1",-2.08989144
"5347","",-1.36367873
"5348","KIF16B",1.87624514
"5349","SPIRE1",-1.27956118
"5351","CEMIP",-2.87896092
"5352","WISP1",-1.98098323
"5353","",1.02872198
"5361","TNRC6B",1.05839137
"5362","MAFB",-1.47778556
"5377","DHX9",-1.26397799
"5380","VILL",2.48468812
"5383","",1.26872976
"5386","CBX3",1.35891458
"5390","TRPS1",-1.06515772
"5392","FXYD5",-1.19850685
"5395","FAM83F",1.44748612
"5398","SCGN",1.89578924
"5399","FLNA",-2.53771432
"5400","AKR1C1",2.44712159
"5401","",-1.1050274
"5402","PRLR",2.18689496
"5404","DNAJC18",-1.09362646
"5410","CXCL8",-4.11729628
"5413","CSF2RA",-1.26594281
"5415","RCN3",-1.08288401
"5416","",1.65007451
"5418","GLIPR1",-1.47119627
"5419","PRRG4",1.94125321
"5425","MST1L",2.03220648
"5430","SSFA2",1.25839368
"5434","",1.29323729
"5435","ST6GAL1",-1.5679526
"5436","CD44",-1.14729222
"5438","BAIAP2L1",1.52610563
"5442","ATP11B",1.21985883
"5445","ALDH1B1",-1.79836285
"5447","DSC2",2.32329875
"5450","CHRDL2",-3.15323227
"5451","CD163",-1.63573522
"5457","TMEM120A",1.01489173
"5459","ANGPT2",-1.53176921
"5461","EGR1",-1.63719605
"5464","",-1.17235588
"5466","STK32B",1.0938038
"5470","CD44",-1.26688507
"5471","CAMK2G",-1.00692022
"5474","SELM",-1.70279081
"5475","TFRC",-1.89503739
"5476","GALE",1.97657778
"5478","JAM3",-1.91959551
"5479","VCAN",-2.14353009
"5480","UHMK1",-1.32688225
"5482","LOXL2",-1.50117412
"5483","PMEPA1",-1.61937377
"5484","RBM14",-1.0685439
"5488","MCL1",-1.2250047
"5489","TIE1",-1.98532527
"5492","NEDD4L",1.66070335
"5495","CLTB",1.11817766
"5496","",1.14014069
"5499","ZNF573",1.16265198
"5500","AKT3",-1.61948575
"5504","ASPN",-3.07186884
"5506","LOC729966///PDE4C",1.91684463
"5511","FAM83E",1.51887118
"5514","EGR1",-1.72877819
"5516","SCG5",2.31501512
"5517","LOC101927391",1.04059854
"5518","CMAS",1.27358103
"5520","",2.95443261
"5521","CRACR2A",1.4974045
"5522","SORL1",1.3049532
"5525","PEX11A",1.30213709
"5526","PLPP5",1.05183457
"5528","PLPP6",1.09388639
"5529","ITGBL1",-2.67959374
"5530","TMEM116",1.01422811
"5531","HMGCS1",1.73475549
"5535","TVP23B",1.06757477
"5539","BOK",-1.31831715
"5550","CANX",-1.02260287
"5554","PDLIM7",-1.83225044
"5555","SYTL3",-1.56044395
"5556","ADH1A",2.07366663
"5558","",-1.05523072
"5559","TUBBP5",1.31322771
"5560","ZNF862",1.14749722
"5565","FOXO1",1.12076724
"5566","ZNF329",1.00420045
"5568","KIRREL",-1.58125607
"5572","TXNIP",-1.18858104
"5574","",1.04658267
"5575","EPHA4",-1.33677616
"5576","ACTN1",-1.71446464
"5580","NID1",-1.54530667
"5585","TMEM33",1.1820638
"5586","",-1.54577963
"5589","PPP1R3B",1.37149539
"5598","",1.3567651
"5599","ZNF816-ZNF321P///ZNF321P",1.13146706
"5605","ALG10B///ALG10",1.15438361
"5607","",-1.08930337
"5608","OGN",-3.8747183
"5609","BMP2",1.60093385
"5613","DOCK5",1.54869797
"5617","REL",1.1042729
"5632","CPM",-1.63796929
"5637","RARRES1",-2.89694445
"5638","ATP2A3",1.69064264
"5640","LCP1",-1.33825083
"5645","PDCD6IP",1.00881899
"5646","JAG2",-1.00338662
"5647","ZNF91",1.37132462
"5654","AGPAT3",1.10409701
"5656","RAB27B",2.86477784
"5657","TMEM171",1.70850321
"5658","UGCG",-1.0020164
"5659","FOXC2",-1.08042138
"5660","CCDC68",2.11010292
"5662","FANCL",1.03680545
"5665","TEF",1.01021079
"5669","GFM2",1.01157832
"5673","GALNT7",1.88998309
"5677","FUCA1",1.24840581
"5681","DHRS9",1.93855427
"5685","DNAJB5",-1.79733088
"5689","COL18A1",-1.64456306
"5694","OAF",-1.02433324
"5696","CBR4",1.0346859
"5701","BGN",-1.7508146
"5708","SLC2A14///SLC2A3",-1.70593671
"5709","IFI27",1.72636076
"5711","PROSER2",1.92827514
"5714","SLC35E2B///SLC35E2",1.12867142
"5715","MTRF1",1.04779457
"5717","FLVCR1",1.34575876
"5719","FLNA",-2.48890607
"5720","ZNF33A",1.03572648
"5722","WDFY4",-1.19299034
"5725","TJP3",1.6577844
"5726","TSPAN4",-1.14171306
"5728","DOCK9",-1.37167858
"5729","HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI",1.07420254
"5731","",1.52715934
"5732","YBX3",-1.11806837
"5735","PTPRN2",1.79703597
"5737","MSN",-1.28022304
"5738","FYB",-1.1007059
"5740","",1.12627326
"5741","",-1.43528653
"5742","PHACTR1",-1.04286195
"5746","IBTK",1.12830102
"5748","C4orf19",2.5129709
"5754","COL27A1",1.51068793
